komentar,timestamp,platform,sentimen,clean
​ @feryariandy9144 terus yg gak pake batas waktu apa ??,7 bulan yang lalu,youtube,netral,​ terus yg gak pake batas waktu apa
"Tapi terlalu banyak main biaya admin, kalo dana aman semua transaksi tanpa biaya admin",1 bulan yang lalu,youtube,positif,tapi terlalu banyak main biaya admin kalo dana aman semua transaksi tanpa biaya admin
Minusnya gopay menghubungi cs susah dan tidak ada live chat,5 hari yang lalu,youtube,netral,minusnya gopay menghubungi cs susah tidak ada live chat
gopay klo nabung sekitar 2 jtan aman ga bang,8 bulan yang lalu,youtube,positif,gopay klo nabung sekitar jtan aman ga bang
"​ @emberbocor-v5v klo sktar 2jt sya msih gk khwatir nympan ny, cma blm prnah nyimpan pling cma 500k aja",8 bulan yang lalu,youtube,netral,​ vv klo sktar jt sya msih gk khwatir nympan ny cma blm prnah nyimpan pling cma k aja
"saya sih makai semuanya ya . Hebat kan tapi ya gitu semuanya juga nggak ada saldonya hix... hix...
 hix... sedih. 😅",1 tahun yang lalu,youtube,netral,sih makai semuanya ya hebat kan tapi ya gitu semuanya nggak ada saldonya hix hix hix sedih 😅
Tapi sering banyak kasus uang hilang di dana. Makanya saya jadi takut nyimpen uang jutaan di dana,1 tahun yang lalu,youtube,negatif,tapi sering banyak kasus uang hilang dana makanya takut nyimpen uang jutaan dana
Dana max saldo ya berapa ya. ??,1 tahun yang lalu,youtube,netral,dana max saldo ya berapa ya
Tapi gk ada lg ovo investasi kak,1 tahun yang lalu,youtube,netral,tapi gk ada lg ovo investasi kak
Shopeepay andalan👍,1 tahun yang lalu,youtube,netral,shopeepay andalan👍
"Aku biasa pakai Bank digital Ally Bank, kalau bank atmku BCA, tapi ayahku kok kartunya blackcard.",1 tahun yang lalu,youtube,netral,biasa pakai bank digital ally bank kalau bank atmku bca tapi ayahku kok kartunya blackcard
kalau untuk nabung jangka panjang di mna min,1 tahun yang lalu,youtube,netral,kalau nabung jangka panjang mna min
linkaja kemana ya,1 tahun yang lalu,youtube,netral,linkaja kemana ya
"Dompet digital internasional dong min, biar bisa kirim saldo ke org dri berbagai negara",1 tahun yang lalu,youtube,netral,dompet digital internasional dong min biar bisa kirim saldo org dri berbagai negara
Udh daftar bnyk dompet digital tp gak ada isi 😂,1 tahun yang lalu,youtube,netral,udh daftar bnyk dompet digital tp gak ada isi 😂
Gopay unggul. Dan gampakn Kyc  Dana Untuk pemula sangat sulit harus foto KTP berkali-kali hadeeeeeh,1 tahun yang lalu,youtube,netral,gopay unggul gampakn kyc dana pemula sangat sulit harus foto ktp berkalikali hadeeeeeh
Ada yg bisa kasi keterangan tentang flip?,1 tahun yang lalu,youtube,netral,ada yg bisa kasi keterangan tentang flip
"Dompet Digital masih DANA sih juaranya❤
Aku udah 10 Tahun pake DANA dan sering dapet Gratis Transaksi 10 Kali, bisa investasi Emas dan yang pasti bisa tarik tunai di Alfamart😊",1 tahun yang lalu (diedit),youtube,netral,dompet digital masih dana sih juaranya❤ udah tahun pake dana sering dapet gratis transaksi kali bisa investasi emas pasti bisa tarik tunai alfamart😊
Dompet digital tidak diawasi OJK,1 tahun yang lalu,youtube,netral,dompet digital tidak diawasi ojk
semoga nanti saldonya luber2 ya kak aminnn,1 tahun yang lalu,youtube,netral,semoga nanti saldonya luber ya kak aminnn
​ @situsgadget itu bukan hebat tapi bloon😅😅😅😅,7 bulan yang lalu,youtube,netral,​ bukan hebat tapi bloon😅😅😅😅
"Gue pengguna dana , topup dgn jumlah maksimum aman aman aja",1 tahun yang lalu,youtube,positif,gue pengguna dana topup dgn jumlah maksimum aman aman aja
" @tantebun  iya tapi yg kena sial kan gatau, soalnya banyak bgt yg duitnya ilang di apk dana. Termasuk temen gw sendiri pernah jadi korbannya",1 tahun yang lalu,youtube,netral,iya tapi yg kena sial kan gatau soalnya banyak bgt yg duitnya ilang apk dana termasuk temen gw sendiri pernah korbannya
 @tantebun  ya kan ga semua,1 tahun yang lalu,youtube,netral,ya kan ga semua
​ @tantebun Gw ilang 450,1 tahun yang lalu,youtube,netral,​ gw ilang
Wallet sekedar untk pembayaran harian sja.  Klo mau simpan banyak di ATM.,1 tahun yang lalu,youtube,netral,wallet sekedar untk pembayaran harian sja klo mau simpan banyak atm
Asal jangan klik link apapun aman,8 bulan yang lalu,youtube,positif,asal jangan klik link apapun aman
aku ilang 2jt di dana,1 tahun yang lalu,youtube,netral,ilang jt dana
Seminggu ini saldo danaku udah 2x ke sedot google tapi bukan masalah langganan,1 tahun yang lalu,youtube,netral,seminggu saldo danaku udah x sedot google tapi bukan masalah langganan
​ @Ak-uz6yq terus gmn KA..dibalikin ga,6 bulan yang lalu,youtube,netral,​ uzyq terus gmn kadibalikin ga
Dana ku d hack orang,1 tahun yang lalu,youtube,negatif,dana ku d hack orang
dana lagi ga beres 2 minggu kebelakang saya juga hilang uang dan akun nya tiba2 di ambil alih sama orang lain pedahal ga dapet info kode otp atau yang lainnya,11 bulan yang lalu,youtube,negatif,dana lagi ga beres minggu kebelakang hilang uang akun nya tiba ambil alih sama orang lain pedahal ga dapet info kode otp lainnya
"​ @febridialugina4173 Jangn klik link apapun di luar dana pastinya aman, alhmdulillah uang jutaan di dana aman, sempat dapat tlfon dari nomer gk dikenal,  saya gk angkat, tiba tiba dana ku gl bisa di bukak, habis itu nomernya saya blok, dana saya diamkan sehari, alhamdulillah bisa di bukak lagi, SALDONYA masih aman",8 bulan yang lalu,youtube,positif,​ jangn klik link apapun luar dana pastinya aman alhmdulillah uang jutaan dana aman sempat dapat tlfon nomer gk dikenal gk angkat tiba tiba dana ku gl bisa bukak habis nomernya blok dana diamkan sehari alhamdulillah bisa bukak lagi saldonya masih aman
Sama saya 2juta hilang beserta akunnya tidak bisa login.lapor cs jawabqn zonk.,11 bulan yang lalu,youtube,negatif,sama juta hilang beserta akunnya tidak bisa loginlapor cs jawabqn zonk
Sama uangku jga ilang d dana😢,10 bulan yang lalu,youtube,netral,sama uangku jga ilang d dana😢
Saya 1.5 di dana ilang,4 bulan yang lalu,youtube,netral,dana ilang
"Sama saya juga baru saja saldo hilang 200 rb, awalnya ada pengajuan pinjaman 4 juta, pdhal saya tidak pernah mengajukan pinjaman ke dana dan saya juga tidak punya tagihan di Dana, sama cs dana nya udh di wa jika bukan anda silahkan mengajukan pembatalan dengan kode otp yg diberikan sma Dana, tpi pendingnya lama bngt smpe akhirnya saya riset dan minta kode yg baru tpi gk dikirim² akhirnya saldo 200 hilang dan yang tagihan 4 juta gagal, saya udh curiga ini ulah dari sananya jdi takut klo mau top up lgi takutnya lngsung ilang.... 

Akhirnya saya memutuskan untuk uninstall Dana😊",4 bulan yang lalu (diedit),youtube,negatif,sama baru saja saldo hilang rb awalnya ada pengajuan pinjaman juta pdhal tidak pernah mengajukan pinjaman dana tidak punya tagihan dana sama cs dana nya udh wa jika bukan anda silahkan mengajukan pembatalan kode otp yg diberikan sma dana tpi pendingnya lama bngt smpe akhirnya riset minta kode yg baru tpi gk dikirim² akhirnya saldo hilang tagihan juta gagal udh curiga ulah sananya jdi takut klo mau top up lgi takutnya lngsung ilang akhirnya memutuskan uninstall dana😊
Makanya saya juga  gak berani nyimpan terlalu banyak .. 😢,2 minggu yang lalu,youtube,netral,makanya gak berani nyimpan terlalu banyak 😢
Gwa ilang 500 ribu bang di dana,1 tahun yang lalu,youtube,netral,gwa ilang ribu bang dana
 @ridoalmsyh  nah makanya suka parno  kalo nyimpen jutaan di dana,1 tahun yang lalu,youtube,netral,nah makanya suka parno kalo nyimpen jutaan dana
​ @ridoalmsyh gue juga barusan 400 bang..entah dibalikin at nggak😢,6 bulan yang lalu,youtube,netral,​ gue barusan bangentah dibalikin at nggak😢
Hilang apa di pake maen slot😅😅​ @ridoalmsyh ,1 tahun yang lalu,youtube,negatif,hilang apa pake maen slot😅😅​
40 JT. Tapi hati² soalnya banyak saldo yang hilang dan gak kembali,1 tahun yang lalu,youtube,negatif,jt tapi hati² soalnya banyak saldo hilang gak kembali
ayahnya kaya,1 tahun yang lalu,youtube,netral,ayahnya kaya
BCA terbaik 1 di Indonesia dan  otomatis the best perwakilan di dunia dari Indonesia karena orang2 elite semuanya berkumpul dalam keluarga BCA,10 bulan yang lalu,youtube,netral,bca terbaik indonesia otomatis the best perwakilan dunia indonesia orang elite semuanya berkumpul dalam keluarga bca
Yg aman dan jangka panjang tabunglah uang anda di bank milik pemerintah BTN BNI  BRI,1 tahun yang lalu,youtube,positif,yg aman jangka panjang tabunglah uang anda bank milik pemerintah btn bni bri
​ @asriyani3109  BCA gak aman kah?,1 tahun yang lalu,youtube,netral,​ bca gak aman kah
Ovo ato gopay sih,1 tahun yang lalu,youtube,netral,ovo ato gopay sih
coba flip bang.,1 tahun yang lalu,youtube,netral,coba flip bang
semangat kak semoga segera terisi sampe luber..,1 tahun yang lalu,youtube,netral,semangat kak semoga segera terisi sampe luber
"​ @situsgadget saya sudah daftar semua e wallet sampai komplit
Mau cari yg beneran aman dan nyaman",1 tahun yang lalu,youtube,positif,​ sudah daftar semua e wallet sampai komplit mau cari yg beneran aman nyaman
Flip itu lebih tepatnya aplikasi transfer antar bank dengan biaya gratis. Bisa juga dipakai untuk top up e wallet tanpa biaya admin.,1 tahun yang lalu,youtube,positif,flip lebih tepatnya aplikasi transfer antar bank biaya gratis bisa dipakai top up e wallet tanpa biaya admin
Pakai yg kita paham aja kak .biar mudah,1 tahun yang lalu,youtube,positif,pakai yg kita paham aja kak biar mudah
"Aku udah dr 2020 pake flip, dan aman. Mudah buat dapet gratis TF antar bank dan ngisi ewallet",1 bulan yang lalu,youtube,positif,udah dr pake flip aman mudah buat dapet gratis tf antar bank ngisi ewallet
Dana banyak hack nya 😢,1 tahun yang lalu,youtube,negatif,dana banyak hack nya 😢
one of the best 👌,1 tahun yang lalu,youtube,netral,one of the best 👌
aman tapi saldo tiba2 lenyap padahal hp yg gak di apa2in,1 tahun yang lalu,youtube,positif,aman tapi saldo tiba lenyap padahal hp yg gak apain
"Sama kasus saya, 2juta hilang krn tiba2 tdk bisa login.dan melapor ke cs tapi penyelesainx zonk.",11 bulan yang lalu,youtube,negatif,sama kasus juta hilang krn tiba tdk bisa logindan melapor cs tapi penyelesainx zonk
Klo tarik tunai di alfa kena admin gak kak ?,1 tahun yang lalu,youtube,netral,klo tarik tunai alfa kena admin gak kak
Klo tarik tunai di alfa kena admin gak kak  ?,1 tahun yang lalu,youtube,netral,klo tarik tunai alfa kena admin gak kak
​ @LordDavinci-nx4tt  gak kena free,1 tahun yang lalu,youtube,netral,​ nxtt gak kena free
​ @LordDavinci-nx4tt engga kena admin. Tapi sekali salah transfer hangus,1 tahun yang lalu,youtube,netral,​ nxtt engga kena admin tapi sekali salah transfer hangus
"Dana gak aman , suruh ojk blok apk dana .DANA K*NT*L",1 tahun yang lalu,youtube,netral,dana gak aman suruh ojk blok apk dana dana kntl
Malu sama gopay gratis transfer 100x perbulan segala bank,1 tahun yang lalu,youtube,netral,malu sama gopay gratis transfer x perbulan segala bank
DANA bisa juga tarik lewat ATM tanpa kartu. Dimenu ATMi tarik tunai tanpa kartu,1 tahun yang lalu,youtube,netral,dana bisa tarik lewat atm tanpa kartu dimenu atmi tarik tunai tanpa kartu
"Tapi Dana Saldo sering ke tarik, apa lagi klo saldo smpe juta², tiba² hilang 😢",11 bulan yang lalu,youtube,negatif,tapi dana saldo sering tarik apa lagi klo saldo smpe juta² tiba² hilang 😢
"Dana saldo sering hilang,, dan cs ny kurang bertanggung jawab",9 bulan yang lalu,youtube,netral,dana saldo sering hilang cs ny kurang bertanggung jawab
28 September jam 09:19 saldo saya lenyap di DANA sebesar 7.000.000. DARI PIHAK DANA TIDAK tanggung jawab. Sudah komplain email live chat tidak diganti,7 bulan yang lalu,youtube,netral,september jam saldo lenyap dana sebesar pihak dana tidak tanggung jawab sudah komplain email live chat tidak diganti
Gopay diawasi OJK kalo Dana iya engga dia,1 tahun yang lalu,youtube,netral,gopay diawasi ojk kalo dana iya engga
Kata Siapa,1 tahun yang lalu,youtube,netral,kata siapa
Kalo dana diawasi konminfo kwsn,1 tahun yang lalu,youtube,netral,kalo dana diawasi konminfo kwsn
​ @EetBito-kx9zw mending ojk soalnya komdigi ini lagi terkait kasus si budie Ari,10 bulan yang lalu,youtube,netral,​ kxzw mending ojk soalnya komdigi lagi terkait kasus si budie ari
Uang gwe ilang di dana ga bisa kembali,1 tahun yang lalu,youtube,netral,uang gwe ilang dana ga bisa kembali
 @ivanariyanto8717  pake generator,1 tahun yang lalu,youtube,netral,pake generator
"​ @ivanariyanto8717  Ilang gmna bg awalnya, dan kok bisa ya 😢😢",1 tahun yang lalu,youtube,netral,​ ilang gmna bg awalnya kok bisa ya 😢😢
​ @ivanariyanto8717 sama,10 bulan yang lalu,youtube,netral,​ sama
Diawasi doank tapi kalo uang hilang /perusahaan bangkrut tidak diganti buat apa,9 bulan yang lalu,youtube,negatif,diawasi doank tapi kalo uang hilang perusahaan bangkrut tidak diganti buat apa
haduh,2 minggu yang lalu,youtube,netral,haduh
dana kok gk tanggung jawab sihh kehilangan dana ngakux gk ad transaksi,3 minggu yang lalu,youtube,netral,dana kok gk tanggung jawab sihh kehilangan dana ngakux gk ad transaksi
Dana gak aman,1 bulan yang lalu,youtube,netral,dana gak aman
"dana ewallet pertama saya sebelum saya migrasi ke seabank sebagai bank digital pertama saya, alangkah baik nya untuk ewallet menurut saya lebih bagus ovo flip gopay astrapay dan shoppepay ketimbang dana yg gratisan nya seuprit dan untuk bank digital yg saya rekomendasikan selain seabank ada krombank superbank allobank dan neobank agar duit kalian berbunga sedangkan ewallet sebagai dana cadangan kalau mau bayar tagihan beli pulsa/kuota.",1 bulan yang lalu (diedit),youtube,positif,dana ewallet pertama sebelum migrasi seabank sebagai bank digital pertama alangkah baik nya ewallet menurut lebih bagus ovo flip gopay astrapay shoppepay ketimbang dana yg gratisan nya seuprit bank digital yg rekomendasikan selain seabank ada krombank superbank allobank neobank agar duit kalian berbunga sedangkan ewallet sebagai dana cadangan kalau mau bayar tagihan beli pulsakuota
"aku lebih enak dana customer service ny melayani komplen dan langsung menyelesaikan masalah dengan cepat apa lgi soal saldo yg gagal lngsung balik dlm bbrp mnit, kl seabank customer servis ny satu arah, di chat cs ny cuma ada pertanyaan soal pengirim saldo tidak ada pilihan pertanyaan untuk yg penerima,",1 bulan yang lalu,youtube,netral,lebih enak dana customer service ny melayani komplen langsung menyelesaikan masalah cepat apa lgi soal saldo yg gagal lngsung balik dlm bbrp mnit kl seabank customer servis ny satu arah chat cs ny cuma ada pertanyaan soal pengirim saldo tidak ada pilihan pertanyaan yg penerima
"Dana sama seabank sama"" aman sih
Asalkan jangan ada yang di utak Atik, apalagi kalau ada pesan"" masuk yang mengatas namakan aplikasi tsb, 
Kalau sea bank menang nya kita nabung bisa nambah cuan",1 bulan yang lalu,youtube,positif,dana sama seabank sama aman sih asalkan jangan ada utak atik apalagi kalau ada pesan masuk mengatas namakan aplikasi tsb kalau sea bank menang nya kita nabung bisa nambah cuan
"DANA = Dompet Digital
SEABANK = BANK Digital

Mirip tapi beda jauh.",1 bulan yang lalu,youtube,netral,dana dompet digital seabank bank digital mirip tapi beda jauh
Jumlah saldo maksimal blm terjawab. Piyeee?,3 bulan yang lalu,youtube,netral,jumlah saldo maksimal blm terjawab piyeee
Pagi Bang. Maaf Bang sy ingin bertanya. SeaBank. Bagaimana cara mengganti E-walet yang terhubung apa bisa di ganti dengan DANA. Soalnya sy br bikin. Yg ada hanya ovo. mau sy ganti ke Dana. TRIms kasih,3 bulan yang lalu,youtube,netral,pagi bang maaf bang sy ingin bertanya seabank bagaimana cara mengganti ewalet terhubung apa bisa ganti dana soalnya sy br bikin yg ada hanya ovo mau sy ganti dana trims kasih
Menurut aku sih see bank enak kita nabung dapat bunga ..kalau dana enak juga buat segala macam transaksi juga bisa ..ada juga dana goals  bisa kita misalkan,3 bulan yang lalu,youtube,netral,menurut sih see bank enak kita nabung dapat bunga kalau dana enak buat segala macam transaksi bisa ada dana goals bisa kita misalkan
Aku pengguna Apl. dana namun aman aja asl jngn asal klik link,3 bulan yang lalu,youtube,positif,pengguna apl dana namun aman aja asl jngn asal klik link
"Sebenarnya aman pakai dana asal jgn sembarangan pencet link2 yg tdk jelas di hp.. krn banyak link2 , penipu intinya kita jg hrs waspada jgn mudah di iming2ngi dgn casing2 mengatasnamakan uang kaget dan lain2.. cuekin aja aman itu.. sy pakai dana aman2 dari dulu",3 bulan yang lalu,youtube,positif,sebenarnya aman pakai dana asal jgn sembarangan pencet link yg tdk jelas hp krn banyak link penipu intinya kita jg hrs waspada jgn mudah imingngi dgn casing mengatasnamakan uang kaget lain cuekin aja aman sy pakai dana aman dulu
Kalok seabank amanan sihh,4 bulan yang lalu,youtube,netral,kalok seabank amanan sihh
Danaaa sekarang tidak amann selaluu terpotong,4 bulan yang lalu,youtube,netral,danaaa sekarang tidak amann selaluu terpotong
Seabank dan shope pay.,4 bulan yang lalu,youtube,netral,seabank shope pay
"Terima kasih telah menunggu ya kaka, Mohon maaf atas ketidaknyamnnya ya kaka, kami informasikan seusai hasil pengecekan ya kaka, bahwa Sebelumnya, akun DANA Kakak sempat dibekukan sementara atas permintaan pihak BCA.

Jadi untuk koreksi saldo kaka tidak ada pengembalian ya kaka, karena hal tsb merupakan koordinasi kesepakatan dengan pihak BCA terkait transaksi yg tidak sah . Gue hapus apaan main koreksi saldo 149.500 udah kecewa pake dana",5 bulan yang lalu,youtube,negatif,terima kasih telah menunggu ya kaka mohon maaf atas ketidaknyamnnya ya kaka kami informasikan seusai hasil pengecekan ya kaka bahwa sebelumnya akun dana kakak sempat dibekukan sementara atas permintaan pihak bca koreksi saldo kaka tidak ada pengembalian ya kaka hal tsb merupakan koordinasi kesepakatan pihak bca terkait transaksi yg tidak sah gue hapus apaan main koreksi saldo udah kecewa pake dana
